Reaction	In-Pathway
RXN-12336	PWY-7136
RXN-7686	PWY-2083 // PWY-5060 // PWY-6787
RXN-14548	PWY-7304
RXN2POS-1	
RXN-9532	PWY66-430 // PWY-8279 // PWY1A0-6120 // PWY-5971
RXN-17027	PWY-7710
1.13.11.14-RXN	PWY-7480
RXN0-4022	PWY-6700
RXN-23977	PWY-8459
RXN-9819	PWY-6069 // PWY-6068
RXN-8426	
RXN-23055	PWY-8358
RXN-8811	PWY-5633
RXN0-7272	
RXN-18861	RXN-18879 // PWY-7915
RXN-10985	PWY-6373
RXN-17705	PWY-6660 // RXN-17711
4.1.1.78-RXN	
RXN-18917	PWY-7919
RXN-19792	
RXN-13516	PWY-7071
RXN-14151	
RXN-17107	PWY-7723
RXN-16616	PWY-7664
RXN-11411	PWY-6495 // PWY-6503
RXN-18252	PWY-7832
RXN-17099	
RXN-15218	PWY-5740 // RXN-17514
RXN-10052	
RXN-13875	PWY-7151
RXN-24317	PWY-8491
RXN-17256	
RXN-12360	PWY-6799
GLYCOSULFATASE-RXN	
RXN-12562	
R229-RXN	P261-PWY
RXN-12842	PWY-8027
RXN-13060	PWY-5316 // PWY-7342
RXN-18793	
RXN-24073	
RXN-22843	PWY-8336
RXN-8436	PWY-5379
RXN-13043	PWY-6989
RXN66-513	PWY66-397
RXN-21426	PWY-8147
1.1.1.8-RXN	PWY-7385 // PWY-6118 // PWY-7411
RXN-12912	
RXN-15432	PWY-7484
RXN-1061	
1.14.13.75-RXN	PWY-5301
RXN-13118	PWY-8367 // PWY-7000 // PWY-7014
RXN-11194	PWY-6422
GALACTITOL-2-DEHYDROGENASE-RXN	PWY-7862
RXN-23584	
APYRASE-RXN	
RXN-9449	PWY-5929
RXN-19966	PWY-8428 // RXN-19967
2.6.1.28-RXN	PWY-7520 // PWY-5081
RXN-16045	PWY-5995
RXN0-7398	
RXN-11443	PWYQT-4475
RXN3O-347	
RXN-16249	
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	PWY66-380
RXN-11875	
RXN-21563	PWY-8171
RXN-9829	PWY-6076
RXN-12780	PWY-6948
RXN-16766	
RXN-11475	PWY-6519
RXN-24181	
RXN-14242	RXN-12892
RXN-17704	PWY-6661
RXN-11264	PWY-5867 // PWY-5882
RXN-18570	
RXN-9383	
LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN	PWY-5324
RXN-15855	
RXN-21248	RXN-11453
RXN-14371	PWY-622
RXN-9832	PWY-7757 // PWY-6080
RXN-8717	PWY-5475
PYRAMKIN-RXN	PLPSAL-PWY // PWY-7204
2.4.1.74-RXN	
RXN-20350	PWY-8041
RXN-14256	RXN-8769
ALDHDEHYDROG-RXN	PWY-7269
RXN-11614	PWY-6574
RXN-22042	PWY-8204
RXN-20243	PWY-5984
RXN-22274	PWY-8249
RXN-9057	PWY-6427
RXN3O-328	SPHINGOLIPID-SYN-PWY
RXN-22607	
RXN-18962	RXN-8189
RXN-23658	PWY-8429
RXN-14227	
RXN-23491	PWY-8399
RXN-22018	
RXN-18243	PWY-7831
RXN-11810	PWY-6658
RXN-7782	PWY-3101
RXN-8821	PWY-5642
RXN-17266	PWY-7741
RIFAMYCIN-B-OXIDASE-RXN	
GLYCOLATE-REDUCTASE-RXN	PWY-7295 // PWY-7294
RXN-13096	PWY-6997
RXN-17003	PWY-7708
CYTOCHROME-C3-HYDROGENASE-RXN	PWY-8377
RXN-10989	PWY-6374
RXN-19961	
RXN-22875	
RXN-17207	
AMINOACYLASE-RXN	
RXN-22885	PWY-8339
RXN0-3201	PWY-8488 // PWY-7884
RXN-24175	
RXN-16526	PWY-7128 // P181-PWY // S-6-HYDROXYNICOTINE-OXIDASE-RXN
2.3.2.1-RXN	
RXN-24205	
RXN-11370	RXN-14326
RXN-15442	PWY-7487
3.6.1.24-RXN	
RXN-17109	PWY-7726
FLAVONE-APIOSYLTRANSFERASE-RXN	PWY-6010
RXN-15531	PWY-7497
RXN-22085	PWY-8210
RXN-19624	
RXN-15131	PWY-702 // CYSTATHIONINE-BETA-LYASE-RXN
RXN-12689	PWY-7756
RXN-23111	PWY-7100
RXN-15794	PWY-6955
RXN-19018	
RXN-16814	PWY-7682
UNDECAPRENYL-DIPHOSPHATASE-RXN	PWY-5785
CYANIDE-HYDRATASE-RXN	PWY-7142
RXN-18345	
RXN-12655	RXN-13751 // PWY-6915
POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN	
2.8.2.28-RXN	PWY-6199
RXN-15648	PWY-7524
RXN-18610	PWY-7885
RXN-19278	
RXN-5162	PWY-3061
RXN-9955	RXN-15253
RXN-23148	PWY-8367
2.3.1.175-RXN	PWY-5632
RXN-23001	
RXN-8285	PWY-5343
2.6.1.37-RXN	PWY-6839 // PWY-6832 // PHOSPHONOTASE-PWY
RXN-8098	PWY-5247
RXN-18738	
2.4.1.178-RXN	PWY-7088
--LIMONENE-7-MONOOXYGENASE-RXN	PWY-6436
RXN-15928	PWY-7569 // PWY-7570
PROPCOASYN-RXN	PWY-3941
RXN-19001	PWY-7426
RXN-11198	PWY-6423
RXN-24155	
GLYCINE--TRNA-LIGASE-RXN	TRNA-CHARGING-PWY
RXN-16816	PWY-7682
RXN-16302	
RXN-15217	PWY-5740 // RXN-17514
RXN-18923	PWY-7919
RXN-15343	
RXN-14184	
RXN-17237	PWY-7742
RXN-17714	RXN-17715
RXN-17383	PWY-5818
RXN-20068	
RXN-19825	
DADPKIN-RXN	PWY-7220 // PWY-7227 // PWY-7224
RXN-15637	PWY-7521
RXN-22086	PWY-8210
RXN-13902	PWY-7157
RXN-21154	PWY-6432 // RXN-11225 // RXN-11226
2.7.7.15-RXN	PWY-7818 // PWY-3561 // PWY-7886 // PWY-7782 // PWY4FS-2 // PWY3O-450
6-OXOCINEOLE-DEHYDROGENASE-RXN	6-HYDROXYCINEOLE-DEGRADATION-PWY
RXN-9390	
RXN-9936	PWY-6116
RXN-10944	
RXN-14527	PWY-7285
RXN-16756	
RXN-14540	
RXN-8964	PWY-5743
RXN-12539	PWY-6854
RXN-15377	PWY-7818
GLUCARDEHYDRA-RXN	PWY-6499 // GLUCARDEG-PWY
RXN-16805	PWY-7683
RXN-15090	PWY-7420
RXN-15502	PWY-7493
RXN-17375	PWY-7752
RXN-23225	
RXN0-7391	PWY0-1309
RXN-19510	PWY-7988
RXN-24003	PWY-8461
RXN-11526	PWY-6539
RXN-803	
RXN-20851	PWY-8080
RXN-23663	
RXN-20639	
5.2.1.10-RXN	PWY-6084
RXN-8482	PWY-5399
AMIDASE-RXN	
RXN-18459	
RXN-13908	PWY-7158
RXN-19348	PWY-7974
RXN0-7285	
RXN-14585	RXN-14626
1.17.99.3-RXN	
RXN-12926	PWY-7108
RXN-15551	PWY-7510
3.1.1.75-RXN	
RXN-12540	DETOX1-PWY-1 // PWY-6854
RXN-15845	
RXN-18807	PWY-7907
RXN-19574	PWYQT-4477
RXN-11620	PWY-6573
RXN-10721	PWY-6309 // RXN-21859
RXN-21879	PWY-8221
RXN-23609	RXN-23606
GDP-GLUCOSIDASE-RXN	
RXN-8785	PWY-5526
RXN-21079	
RXN-12681	PWY-7066 // RXN-12680
RXN-23492	PWY-8399
RXN-8875	PWY-5666
RXN-17447	PWY-7759
RXN-17514	
RXN-8243	PWY-5311
RXN-11921	PWY-6672
RXN-16925	PWY-7695
RXN-14991	
PROSTAGLANDIN-E2-9-REDUCTASE-RXN	PWY66-374
RXN-15832	PWY-6692
DIMETHYLALLYLCISTRANSFERASE-RXN	RXN-18856 // PWY-8177 // PWY-6447
RXN-19867	PWY-8012
RXN-8060	PWY-5196
RXN1G-637	PWYG-321
RXN-21430	PWY-8151
RXN-9893	PWY-6087
RXN-21232	
RXN-15444	PWY-7484
GLYCOGEN-BRANCH-RXN	GLYCOGENSYNTH-PWY
RXN-7982	PWY-5925
RXN-16475	PWY-6507
RXN-15525	
RXN-24303	PWY-5660
RXN-16673	PWY-7668
RXNQT-4358	PWYQT-4476
RXN3O-75	PWY-7230 // PWY3O-19
RXN0-1147	2OXOGLUTARATEDEH-RXN // PWY-5084
RXN-16472	
RXN-15699	PWY-8115
RXN-23452	PWY-8396
RXN-11080	PWY185E-8
RXN-23234	PWY-8379
RXN-16272	PWY-8039
RXN-12458	
RXN0-5306	RHAMCAT-PWY
RXN-12009	PWY-6682
RXN-12244	PWY-6475 // RXN-11355
RXN-13896	PWY-7155
RXN-16138	PWY-8400 // PWY-8357 // PWY-8356 // PWY-8355 // PWY66-395 // PWY66-397
RXN-11728	PWY-6634
RXN-18934	
RXN-8233	PWY-5307
RXN-17229	
RXN-23784	PWY-8442
RXN-22931	PWY-8344
RXN-23151	PWY-8367
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	VALDEG-PWY
RXN-22890	
RXN-9377	RXN-23954 // THREONINE--TRNA-LIGASE-RXN // PWY-7984 // PWY-5903 // RXN-19453 // RXN-19451 // RXN-19441 // PWY-7983
RXN-11588	
RXN-15941	P561-PWY
NUCLEOTIDE-PYROPHOSPHOKINASE-RXN	
1.3.1.40-RXN	
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	4.1.1.68-RXN
RXN-16125	PWY-7605
RXN-9301	RXN-12321 // PWY-6767 // PWY-5875
RXN-5181	
RXN-12238	PWY-7131 // PWY-6749
1.13.11.25-RXN	PWY-6944
RXN-12161	PWY-6722
RXN-14274	PWY0-1337
RXN-11904	
1.1.1.196-RXN	PWY66-374
RXN-20591	RXN-20595
RXN1G-334	PWYG-321
RXN-14664	PWY-7304
RXN-11357	PWY-6475 // RXN-12242
UROGENIIISYN-RXN	PWY-5189 // PWY-5188
RXN-13876	PWY-7150
RXN-9186	PWY-5828
1.14.11.20-RXN	PWY-5292
PHOSPHOENOLPYRUVATE-MUTASE-RXN	PWY-7419 // PWY-6839 // PWY-6682 // PWY-8067 // PWY-5757 // PWY-7769 // PWY-6322 // PWY-7510
RXN-19821	PWY-8008
RXN0-7013	
RXN-21996	
RXN-12652	PWY-6919 // PWY-6915
RXN-19391	
RXN-9312	PWY-5867 // PWY-5882
RXN-16947	PWY-7698
3.2.1.145-RXN	
RXN-21210	PWY-6955
DIGLUCOACETYL-DOCOSANOATE-ACETYL-RXN	
RXN-8212	PWY-5297
RXN-23208	
RXN-18207	PWYQT-4450 // RXNQT-4168
RXN-16953	PWY-7698
RXN-18963	RXN-8189
RXN0-5192	
RXN-15848	
RXN-10848	PWY-6325
RXN-18851	PWY-7913
RXN-12430	
ADENYLATECYC-RXN	
3.2.1.156-RXN	
2.4.1.155-RXN	PWY-7426
RXN-8532	RXN-19786 // PWY-5421
INDOLELACTATE-DEHYDROGENASE-RXN	PWY-8017 // TRPKYNCAT-PWY
RXN0-6676	PWY0-1527
2.3.1.67-RXN	
RXN-17029	PWY-7711
RXN0-984	
RXN-24232	PWY-8482
RXN-21720	PWYG-321
RXN-15966	PWY-7572
RXN-11497	
RXN-13005	RXNQT-4312
RXN-11778	PWY-6653
RXN-8600	
RXN-22375	PWY-8265
RXN-10704	PWY-735
RXN-11245	PWY-6435
RXN-2202	PWY-1186
RXN-19592	PWYQT-4473
RXN-24534	
RXN-11298	PWY-6454
HEXANOL-RXN	PWY-6863
RXN-16982	PWY-7705
RXN-8244	PWY-5315
RXN-19770	
RIBOFLAVINKIN-RXN	PWY66-366 // PWY-5523 // PWY-7863 // PWY-6168 // RIBOSYN2-PWY
RXN-23027	
RXN0-7101	
RXN-8214	PWY-5288
RXN-14416	PWY-7525
RXN-16139	PWY-8399 // PWY66-394
RXNQT-4321	PWYQT-4473
RXN-13888	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY
RXN-17359	
RXN-7884	PWY-6806
STEROID-LACTONASE-RXN	
RXN-21647	PWY-8174
RXN-11485	
RXN-14865	
ERYTHRON4PDEHYDROG-RXN	PYRIDOXSYN-PWY
RXN-18291	PWY-7840
RXN-11172	
RXN-15059	PWY-7415
RXN-21790	
RXN-17782	PWY0-1337
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN	
RXN-2425	PWY-8354 // PWY-8347 // PWY0-321 // PWY-1361
RXN-18605	PWY0-1585
RXN-23265	PWY-8445
RXN-15346	
RXN-14246	
RXN-19043	PWY-7928 // RXN-19046
METHYLCROTONYL-COA-CARBOXYLASE-RXN	LEU-DEG2-PWY
3.1.1.77-RXN	
D-PINITOL-DEHYDROGENASE-RXN	PWY-6739
RXN-14355	
RXN-7570	PWY-7473 // PWY-7066 // PWY-5672 // PWY-7069 // PWY-7251 // PWY-5203 // PWY-6109
RXN-9971	PWY-6129
RXN-20354	
RXN-22983	PWY-8353
RXN-16657	
RXN-14022	PWY-7178
RXN-18753	PWY-7897 // PWY-6602
RXN-2884	PWY-1723
RXN-13274	PWY-7031
1.1.1.263-RXN	
RXN-17497	PWY-8379
RXN-9365	PWY-5895
RXN-19531	PWY-7991
RXN-14834	PWY-7363
RXN-16887	PWY-7692
PSEUDOURIDINE-KINASE-RXN	PWY-6019
RXN-15659	PWY-8241 // PWY-8220 // PWY-8219 // PWY-7530
RXN-21321	
RXN-9592	PWY-5982
+-BORNEOL-DEHYDROGENASE-RXN	PWY-6990
ZEATIN-REDUCTASE-RXN	
3.11.1.3-RXN	
RXN-12583	RXN-22435 // RXN0-1134
RXN-13605	
RXN-12896	RXN-12895
RXN-10757	
RXN-20217	
1.14.11.28-RXN	
RXN-7678	PWY-5068
RXN-22226	PWY-8244
RXN-17370	PWY-7751
RXN-15999	RXN-18853 // PWY-7562
RXN-23754	PWY-8438
RXN-16569	PWY-7658
RXN-8927	PWY-5710
RXN-20295	PWY-8036
RXN-11806	PWY-6658
2.4.1.145-RXN	PWY-7426
RXN-18647	
2.3.1.160-RXN	PWY-5301
RXN-16367	PWY-7632
RXN-18310	PWY-7839
RXN-20172	PWY3O-19 // PWY-7230
RXN-21941	
RXN-20721	PWY-6178 // RXN-23523
RXN-23334	PWY-5410
MESO-TARTRATE-DEHYDROGENASE-RXN	
RXN-17059	PWY-7710
RXN-20925	
RXN-16380	PWY-8280 // PWY-5989
RXN-11491	PWY-6525
3.5.1.92-RXN	
RXN-7860	
RXN-9397	PWY-5927 // PWY-7443
R424-RXN	P481-PWY
RXN-14679	PWY-7300
RXN-15419	
RXN18HP-6	PWY18HP-2
RXN-7648	PWY-5059
RXN-14770	PWY-7337
RXN-19036	PWY-7927
RXN-20096	RXN-20099
RXN-23863	PWY-8453
RXN-9460	PWY-5930
RXN-15866	
PHOSPHOMEVALONATE-KINASE-RXN	PWY-922 // PWY-7391
RXN-14786	PWY-7338
RXN0-5229	PWY0-1306
RXN-22527	PWY-8295
RXN-23288	PWY-8381
RXN-18900	WATASEMIA-LUCIFERIN-2-MONOOXYGENASE-RXN // PWY-7916
RXN-12615	
RXN66-639	PWY-5994
2.7.9.3-RXN	PWY-6281 // PWY0-901
RXN-10959	
RXN-8238	PWY-5305
RXN-18182	PWY-1186 // RXN-2203
RXN-20167	PWY-8031
RXN-19875	PWY-8012
VALINE-DECARBOXYLASE-RXN	
RXN-9243	PWY-5856 // PWY-5871
RXN-11595	
RXN-21610	PWY-8174
RXN-14952	
2.7.1.139-RXN	PWY-6554
DIHYDROXYMETVALDEHYDRAT-RXN	ILEUSYN-PWY // PWY-5101 // PWY-5104 // PWY-5103
RXN-10998	PWY-6375
RXN-22741	PWY-3661-1
RXN-17874	PWY-7799 // PWY-7800
RXN-15649	PWY-7524
RXN-12381	
CHONDRO-6-SULFATASE-RXN	PWY-6572
RXN-23962	
1.5.99.9-RXN	PWY2OBG-1 // PWY-8305 // PWY-8112 // PWY-5198 // PWY-8113
RXN-13784	PWY-7133
RXN-11295	PWY-6459
RXN-6722	PWY-4203
RXN-16086	PWY-7599
RXN18C3-22	PWY18C3-7
RXN-10681	PWY-6289
RXN-8140	PWY-5268
RXN-5	PWY-1
RXN-14443	PWY-7261
RXN-5962	PWY-5947
RXN-15890	ENTBACSYN-PWY // RXN-19474 // ENTMULTI-RXN
RXN-12158	PWY-6713 // PWY-6714
RXN0-7081	PWY8J2-27 // PWY-7892
RXN-18001	PWY-7813
RXN-24509	PWY-8516
2.3.1.164-RXN	
HYPONITRITE-REDUCTASE-RXN	
RXN-14609	RXN-14600
RXN-22003	
RXN-23278	PWY-8381
RXN0-2921	PWY-2161
RXN-8513	PWY-5414
RXN1G-679	PWYG-321
RXN-9918	PWY-6111
RXN-24297	
RXN-12309	PWY-7822 // PWY-6855
RXN-22682	PWY185E-1
1.3.1.56-RXN	PWY5F9-12
RXN-14867	
RXN-5184	PWY-3081
2.3.1.92-RXN	PWY-3301
RXN-12748	PWY-8152 // PWY-6944
RXN-21021	PWY-8260
2.3.1.80-RXN	PWY-4061
RXN-13984	PWY-7172
RXN-13522	PWY-6258
RXN0-5395	
RXN-23486	PWY-8399
RXN-24023	PWY-8464
RXN-10933	PWY-6350
RXN-19633	PWY-6326
RXN-5122	
RXN185E-15	PWY185E-1
RXN-8461	PWY-5394
5.4.4.1-RXN	PWY-5637
RXN-14393	PWY0-1337
RXN-20901	PWY-8084
RXN-22247	PWYI-14 // PWY-8245
RXN-23425	PWY-8397
RXN-12026	PWY-6684
RXN-19588	PWYQT-4471
RXN-17594	RXN-17599 // PWY-7777
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	PWY-5022 // PWY-5677
LINBBSPON-RXN	GAMMAHEXCHLORDEG-PWY
RXN-17996	PWY-7810
RXN-13828	PWY-7507
RXN-7771	PWY4FS-11
RXN-7652	PWY-5060 // PWY-6787 // RXN-13717
RXN-7605	METHIONINE-DEG1-PWY // PWY-I9 // PWY-6154 // PWY-6153
RXN-11962	
RXN-18212	
RXN-7571	PWY-5031
RXN18C3-50	PWY18C3-18
RXN-11276	PWY-6437
RXN-17461	PWY-7760 // RXN-18415
RXN-23463	PWY-8395
R164-RXN	P203-PWY
RXN-18574	
RXN-17023	
RXN-16241	PWY-7621
GLYOXYLATE-OXIDASE-RXN	
RXN-9401	PWY-5927
AMP-NUCLEOSID-RXN	PWY-6617
RXN-24484	RXN-24487
RXN-21208	PWY-8379 // PWY-6955
PANTOTHENATE-KIN-RXN	PANTO-PWY // COA-PWY-1 // PWY-3961
6.3.2.7-RXN	PWY-6386
RXN-14089	
RXN-17867	
GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN	
RXN-20854	RXN-20912 // RXN-20910 // RXN-20911 // PWY-8081
RXN-19979	PWY-8519
RXN-18978	
RXN0-6549	
RXN-12152	PWY-6720
RXN-24149	RXN-24148 // RXN-18981
ASPARAGINE--TRNA-LIGASE-RXN	TRNA-CHARGING-PWY
NANK-RXN	PWY0-1324 // PWY-6138
RXN-19360	PWY-5874
RXN-13223	PWY-6983 // RXN-13030
RXN-21661	PWY-8174
ARGININE-RACEMASE-RXN	
RXN-11891	
RXN-11297	PWY-6459
RXN-21596	
RXN-14208	
RXN-8011	PWY-1901 // PWY-5161
RXN-22767	PWY-8327
RXN-19877	PWY-5757
RXN-14047	
RXN-8592	
RXN1G-1435	PWYG-321
RXN-16949	PWY-7698
RXN-21623	PWY-8173
RXN-14598	
RXN-24331	
BILIRUBIN-OXIDASE-RXN	
RXN-7798	PWY-5129
KDO-8PSYNTH-RXN	PWY-7674 // PWY-1269
RXN-22053	PWY-8206
RXN-12459	
RXN-21076	
RXN1G-30	PWYG-321
3.2.1.141-RXN	PWY-2661
RXN-10974	PWY-6369
RXN-15025	PWY3O-4107
RXN-21297	PWY-8167
RXN-5642	PWY4FS-2 // PWY4FS-4 // PWY-3385
RXN-11120	PWY-6408
RXN-24156	
RXN-8957	PWY-8425 // PWY-7854 // PWY-5741
RXN-8099	PWY-5247
SULFITE-REDUCT-RXN	PWY-6683 // SO4ASSIM-PWY
RXN-14559	PWY-8226 // PWY-8218
VALINE-PYRUVATE-AMINOTRANSFER-RXN	ALANINE-VALINESYN-PWY
RXN-21499	RXN-21497
RXN-15645	PWY-7523
RXN-10002	PWY-6143
LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN	
RXN0-7167	PWY0-1554
RXN-14928	PWY-7379
RXN-9165	PWY-5821
RXN-22975	PWY-8347
RXN-24271	PWY-8484
RXN-11530	PWY-2582
RXN-16641	PWY-7665
RXN-4661	PWY-2841
R108-RXN	
ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN	
RXN-23041	PWY-8358
RXN-9636	PWY-5990 // 1.14.13.117-RXN
RXN-11726	
RXN1F-147	PWY-5946
RXN-8187	RXN-19151 // PWY-5288 // PWY-7636
RXN-12564	
RXN-18834	
CITRAMALATE-COA-TRANSFERASE-RXN	
H2-METHYLENE-THMPT-DEHYDRO-RXN	PWY-7784 // METHANOGENESIS-PWY
RXN0-3921	PWY0-1221
RXN-15125	PWY-5497 // PWY-8325 // PWY-3661 // SERDEG-PWY // 4.3.1.17-RXN
RXN-9771	1.4.1.21-RXN
TROPINONE-REDUCTASE-RXN	PWY-5318
RXN-8279	PWY-5338
RXN-1725	PWY-762
4.3.3.3-RXN	PWY-7135
RXN-20892	PWY-6738
RXN-4286	PWY18C3-1
ERYTHRULOSE-REDUCTASE-RXN	PWY-7786
RXN-21733	PWY-8296
RXN-10104	PWY-6192
RXN-22318	
RXN-19471	PWY-7984
RXN-8264	PWY-5321 // PWY-7157 // PWY-7129
RXN-23374	PWY-8391
RXN-13327	PWY-8341
RXN-5002	PWY-5094
RXN-15256	
RXN0-7141	
RXN-4122	PWY-2501
GDPPYPHOSKIN-RXN	PPGPPMET-PWY
RXN-10857	
RXN-22814	PWY-8329
RXN-9374	
RXN-8141	PWY-8401 // PWY-5269 // PWY-7509
3.3.2.2-RXN	PWY-7783
RXN-23266	PWY-8446
RXN-16102	PWY-7053
RXN-9036	PWY-5774
RXN-10755	
RXN-7644	PWY-4101
RXN-17738	PWY-7783
RXN-24490	PWY-8513
RXN-19157	PWY-7943
RXN-11169	
GLYCINE-N-BENZOYLTRANSFERASE-RXN	
RXN-13704	
RXN1G-395	PWYG-321
RXN-22279	PWY-8250
HISTIDINE-AMMONIA-LYASE-RXN	PWY-5030 // HISHP-PWY // PWY-5028 // HISDEG-PWY
RXN1G-1050	PWYG-321
RXN-17666	
RXN-16615	PWY-7664
RXN-11206	PWY-6425
RXN-20331	RXN-14019
RXN-12415	PWY-5936
RXN-14400	PWY-6349
RXN-24430	PWY-8504
RXN66-351	PWY-8200
RXN-22673	RXN-22675
RXN-13995	
RXN-16576	PWY-7659
3.5.5.6-RXN	
2.3.1.97-RXN	
RXN-15452	PWY-7477
2.5.1.68-RXN	PWY-6383
RXN-7162	RXN-13197 // PWY-6361 // PWY-6366
1.14.13.79-RXN	PWY-5034 // RXN-13189 // PWY-5047
RXN-23458	PWY-8396
PHOSPHOADENYLYLSULFATASE-RXN	
RXN3O-127	LYSINE-AMINOAD-PWY
RXN-21685	PWY-8175
THYM-PHOSPH-RXN	PWY-7181
2.8.2.29-RXN	PWY-6558
RXN18C3-37	PWY18C3-11
RXN-3303	PWY-2083
RXN-13171	PWY-7009
RXN-23273	
SERINE-O-ACETTRAN-RXN	PWY-I9 // PWY-8071 // PWY-7870 // PWY-7274 // PWY-6936 // CYSTSYN-PWY
RXN-20665	PWY-8058
RXN0-6512	PWY0-321
GLUTAMINESYN-RXN	ARGSYNBSUB-PWY // PWY-8294 // PWY-8291 // AMMASSIM-PWY // PWY-6963 // PWY-6964 // GLNSYN-PWY
RXN-18116	PWY1A0-6325
RXN-14542	RXN-13396 // PWY-6853
RXN-21033	PWY-8106
3-CYANOALANINE-HYDRATASE-RXN	3.5.5.4-RXN // ASPSYNII-PWY
RXN-15457	
RXN-22414	
ARACHIDONATE-15-LIPOXYGENASE-RXN	PWY-8411 // PWY-8410 // PWY-8397 // PWY66-392
RXN-8848	PWY-5648
RXN-20722	
2.4.1.224-RXN	PWY-6558
RXN-19544	PWY-8302
RXN-21741	PWY-8179
RXN-12122	PWY-8397 // PWY66-374
RXN-15777	PWY-7547
RXN-12190	PWY-6737
RXN-10784	PWY-6313
RXN-16299	PWY-7626
RXN-21919	
PROTOCATECHUATE-45-DIOXYGENASE-RXN	P184-PWY
RXN-14752	PWY-7325
RXN-16402	PWY-6733
RXN-22908	
RXN1G-339	PWYG-321
RXN-22880	PWY-8337
1.1.3.34-RXN	PWY-5472
RXN-20952	
RXN-15707	
RXN-8429	PWY-6888 // PWY-7102 // PWY-6836
RXN-16864	PWY-7689
RXN-24001	PWY-8461
RXN-12550	PWY-6861
RXN-24535	
RXN-14674	PWY-7300
RXN-15902	PWY-6486
RXN-14874	PWY-7352 // PWY-7354
RXN-17428	
VIOMYCIN-KINASE-RXN	
RXN-12354	
1.17.5.1-RXN	PWY-1341
RXN-19406	PWY-7981
RXN-18865	PWY-7914 // PWY-7915
RXN2DNV-4	PWY2DNV-1
RXN-10937	
RXN-22645	
CYTDEAM-RXN	PWY-7195 // PWY-7194
RXN-4801	PWY-2921 // RXN-11908
FUSARININE-C-ORNITHINESTERASE-RXN	
RXN-19311	
RXN-22847	RXN-22849
RXN-17279	PWY-7743
RXN-13686	
RXN-13570	RXN-11175 // PWY-7084
RXN-21693	PWY-8175
RXN-8780	PWY-5521
RXN66-23	PWY66-3
RXN-16158	PWY-6433
RXN-22601	
2.4.1.150-RXN	PWY-7837 // PWY-7434
RXN-23230	
RXN-5065	PWY-3022 // 1.14.13.118-RXN
DIAMINOPIMDECARB-RXN	DAPLYSINESYN-PWY // PWY-5097 // PWY-2942 // PWY-2941
RXN-19181	RXN-19179
RXN-19155	
RXN-23804	PWY-8443 // RXN-23807
RXN-18893	
RXN-16003	
3.5.2.16-RXN	
RXN-18238	
RXN-9006	PWY-5756
RXN-21701	PWY-8175
SHIKIMATE-KINASE-RXN	PWY-6163
RXN-15511	PWY-6405 // RXN-15513
RXN0-7068	PWY8J2-27 // PWY-7891
RXN-20961	PWY-6036
RXN-23090	PWY-8361
RXN-23178	
PHENYLALANINE--TRNA-LIGASE-RXN	TRNA-CHARGING-PWY
RXN-2121	
RXN-20219	
RXN-11811	
RXN-13699	PWY-2761
RIBULOKIN-RXN	
RXN-13785	PWY-7133
RXN-22223	PWY-5679
RXN-18869	PWY-7915
RXN-8475	PWY-5398
RXN-13557	PWY-5846
RXN-18367	
GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN	
RXN-12963	PWY-7398 // PWY-6982
RXN0-743	PWY-7234 // PWY-6123
RXN-7589	PWY-5036
RXN-21300	
RXN-8975	PWY-6471 // PWY-5265
RXN3O-581	SPHINGOLIPID-SYN-PWY
RXN-11952	PWY-5296 // PWY-6677
RXN-21191	PWY-8118
RXN-11518	PWY-6538
TRANSALDOL-RXN	P124-PWY // P185-PWY // PWY-5723 // NONOXIPENT-PWY // PWY-1861
RXN-7645	
1.3.99.19-RXN	
RXN-12007	PWY-6682
RXN1G-471	PWYG-321
RXN-20140	
RXN5F9-56	PWY5F9-3233
RXN-15607	
RXN-11425	PWYQT-4473 // RXN-18160
RXN-10847	PWY-6324
RXN-17397	PWY-7755
SALICYLATE-1-MONOOXYGENASE-RXN	PWY-6183
RXN-9427	PWY-5922
RXN-15292	RXN-15294
RXN-21457	PWY-8151
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	PWY-2301
RXN-19091	PWY-7936 // RXN-19093
RXN-9543	PWY-5972
RXN-16571	PWY-7658
RXN-17128	PWY-7072
RXN-13683	
RXN-18986	RXN-18985
RXN-13936	PWY-7163
RXN-9624	PWY-5972 // PWY3O-355 // PWY-6733
RXN-12607	PWY-6888
RXN-18779	
RXN-12481	PWY-7383
RXN-9710	PWY-6021
RXN-17811	
RXN-22611	
RXN-24123	
RXN-9077	PWY-5784
RXN-14179	
