Pathways	Common-Name
HEXPPSYN-PWY	hexaprenyl diphosphate biosynthesis
PWY-7447	2-aminoethylphosphonate degradation III
PWY-8510	selenate reduction II
PWY-1723	formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)
PWY-8285	(Kdo)<sub>2</sub>-lipid A biosynthesis (generic)
PWY-7513	flaviolin dimer and mompain biosynthesis
PWY-6728	methylaspartate cycle
PWY-1081	pectin degradation III
PWY-8047	bryostatin biosynthesis
PWY-5394	betalamic acid biosynthesis
PWY-7180	2-deoxy-&alpha;-D-ribose 1-phosphate degradation
PWY-6946	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)
PWY-7998	menaquinol-4 biosynthesis II
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)
PWY-621	sucrose degradation III (sucrose invertase)
PWY-6291	valencene and 7-epi-&alpha;-selinene biosynthesis
PWY0-1319	CDP-diacylglycerol biosynthesis II
PWY-4181	glutathione amide metabolism
PWY-6523	nitrite-dependent anaerobic methane oxidation
PWY-7712	deoxynivalenol biosynthesis
PWY-5329	L-cysteine degradation III
PWY-8438	corallopyronin A biosynthesis
PWY-6565	superpathway of polyamine biosynthesis III
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis
PWY-8129	cell-surface glycoconjugate-linked phosphonate biosynthesis
PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
PWY-5675	nitrate reduction V (assimilatory)
PWY-7941	isorenieratene biosynthesis II (<i>Chlorobiaceae</i>)
PWY-8457	thiamine diphosphate salvage V
PWY-7708	lyngbyatoxin biosynthesis
PWY-7101	5-deoxystrigol biosynthesis
PWY-5388	N-glucosylnicotinate metabolism
PWY-2724	alkane oxidation
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronosides degradation
HISTDEG-PWY	L-histidine degradation IV
PWY-7967	5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP
PWY4FS-13	extended VTC2 cycle
AMMASSIM-PWY	ammonia assimilation cycle III
PWY-6886	1-butanol autotrophic biosynthesis (engineered)
PWY-8387	microcin C biosynthesis
PWY-6051	2,4,6-trinitrotoluene degradation
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate
PWY-142	<i>m</i>-xylene degradation (anaerobic)
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage
TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)
PWY-5155	&beta;-alanine biosynthesis III
PWY-6481	L-dopa and L-dopachrome biosynthesis
ORN-AMINOPENTANOATE-CAT-PWY	L-ornithine degradation I (L-proline biosynthesis)
PWY-7762	bacteriochlorophyll <i>b</i> biosynthesis
PWY-7172	flavonol acylglucoside biosynthesis III - quercetin derivatives
6-HYDROXYCINEOLE-DEGRADATION-PWY	1,8-cineole degradation
P342-PWY	orcinol degradation
PWY-7179	purine deoxyribonucleosides degradation I
PWY-5744	glyoxylate assimilation
PWY185E-6	lipomannan biosynthesis
PWY-7576	nitrogen fixation II (flavodoxin)
PWY8J2-20	pulcherrimin biosynthesis
PWY-5705	allantoin degradation to glyoxylate III
PWY-7046	4-coumarate degradation (anaerobic)
PWY-5857	ubiquinol-10 biosynthesis (early decarboxylation)
PWY0-1301	melibiose degradation
PWY-4101	D-sorbitol degradation I
PWY-5038	caffeine biosynthesis II (via paraxanthine)
PWY2B4Q-2	GDP-<i>N</i>-formyl-&alpha;-D-perosamine biosynthesis
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II
PWY-3901	berberine biosynthesis
PWY-7395	D-galactosamine and <i>N</i>-acetyl-D-galactosamine degradation
PWY-7974	cobalamin salvage (eukaryotic)
PWY-7287	novobiocin biosynthesis
PWY0-1590	NADH to hydrogen peroxide electron transfer
PWY-8483	ambiguine A biosynthesis
PWY-8430	1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol biosynthesis
PWY-7541	1,2-propanediol biosynthesis from lactate (engineered)
PWY-7357	thiamine diphosphate formation from pyrithiamine and oxythiamine (yeast)
PWY-8426	(2<i>R</i>)-methoxymalonyl-[acp] biosynthesis
PWY-7919	protein <i>N</i>-glycosylation processing phase (plants and animals)
PWY-2723	trehalose degradation V
PWY-6657	polyhydroxydecanoate biosynthesis
PWY-7637	2,2'-dihydroxyketocarotenoids biosynthesis
PWY-5666	&alpha;-solanine/&alpha;-chaconine biosynthesis
PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)
PWY-5780	hypericin biosynthesis
PWY-7022	paromamine biosynthesis II
OCTOPINEDEG-PWY	octopine degradation
PWY-7654	(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis
PWY-6477	gibberellin inactivation II (methylation)
PWY-4601	arsenate reduction (respiratory)
PWY-8136	NADPH repair (prokaryotes)
PWY-6669	&delta;-guaiene biosynthesis
PWY-7863	roseoflavin biosynthesis
PWY-7692	bikaverin biosynthesis
PWY-7402	benzoate fermentation (to acetate and cyclohexane carboxylate)
PWY-8159	dipyrromethane cofactor biosynthesis
PWY-6185	4-methylcatechol degradation (<i>ortho</i> cleavage)
PWY-7769	phosalacine biosynthesis
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis
PWY4FS-12	VTC2 cycle
PWY-5765	1,3,5-trimethoxybenzene biosynthesis
PWY-7288	fatty acid &beta;-oxidation VII (yeast peroxisome)
PWY-6703	preQ<sub>0</sub> biosynthesis
PWY-2321	formononetin biosynthesis
PWY-5172	acetyl-CoA biosynthesis from citrate
PWY-7535	lovastatin biosynthesis
PWY-6739	pinitol biosynthesis II
PWY-8331	D-arabinose degradation IV
PWY-7706	dapdiamides biosynthesis
PWY-7434	terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)
PWY-5364	sulfur reduction II (via polysulfide)
PWY-5848	cinchona alkaloids biosynthesis
PWY0-1021	L-alanine biosynthesis III
PWY-8128	biotin biosynthesis from 8-amino-7-oxononanoate III
PWY-6940	icosapentaenoate biosynthesis VI (fungi)
TREDEGLOW-PWY	trehalose degradation I (low osmolarity)
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation
PWY-8010	L-cysteine biosynthesis IX (Trichomonas vaginalis)
PWY3DJ-35471	L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)
PWY-7516	L-lyxonate degradation
PWY-5990	lotaustralin biosynthesis
PWY-6679	jadomycin biosynthesis
PWY-8215	3-sulfopropanediol degradation III
PWY-7925	rubber degradation II
PWY-7309	acrylonitrile degradation II
PWY-7628	2,4-dinitroanisole degradation
PWY-5901	2,3-dihydroxybenzoate biosynthesis
PWY-7899	protein NEDDylation
PWY-7847	heme degradation VI
THRESYN-PWY	superpathway of L-threonine biosynthesis
PWY-6328	L-lysine degradation X
PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)
PWY-5363	chrysin biosynthesis
PWY-7568	L-galactose degradation
4-HYDROXYMANDELATE-DEGRADATION-PWY	4-hydroxymandelate degradation
PWY-7270	L-methionine salvage cycle II (plants)
PWY-6043	ethanedisulfonate degradation
PWY-6243	bergamotene biosynthesis I
PWY-8398	&alpha;-linolenate metabolites biosynthesis
PWY-6371	superpathway of inositol phosphate compounds
CYCLOHEXANOL-OXIDATION-PWY	cyclohexanol degradation
HEMESYN2-PWY	heme <i>b</i> biosynthesis II (oxygen-independent)
PWY-7711	calonectrin biosynthesis
PWY-7482	cyclooctatin biosynthesis
PWY-7868	coenzyme B/coenzyme M regeneration V (formate-dependent)
PWY-8118	patellamide A and C biosynthesis
PWY-7013	(<i>S</i>)-propane-1,2-diol degradation
PWY-7757	bisphenol A degradation
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)
PWY-7804	glyphosate degradation I
PWY-8083	domoic acid biosynthesis
PWY-5987	sorgoleone biosynthesis
PWY-7545	pyruvate to cytochrome <i>bd</i> oxidase electron transfer
PWY-5040	theobromine biosynthesis II (via xanthine)
PWY-7793	dimethyl sulfide biosynthesis from methionine
PWY-7803	tRNA splicing II
PWY-7133	quercetin glucoside degradation (<i>Allium</i>)
PWY-8245	lipid IV<sub>A</sub> biosynthesis (<i>P. gingivalis</i>)
PWY-8065	chlorpyrifos degradation
PWY-6806	carotenoid cleavage
PWY-6275	&beta;-caryophyllene biosynthesis
PWY-8149	homospermidine biosynthesis II
PWY-2361	3-oxoadipate degradation
PWY-5760	&beta;-alanine biosynthesis IV
PWY-601	glucosinolate biosynthesis from tryptophan
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
PWY-5260	methanogenesis from methylthiopropanoate
PWY-5328	superpathway of L-methionine salvage and degradation
PWY-6412	ginsenoside degradation II
PWY-7325	salvigenin biosynthesis
PWY8J2-29	coenzyme A salvage
PWY-7199	pyrimidine deoxyribonucleosides salvage
PWY-6780	hydrogen production VI
PWY-6447	trichome monoterpenes biosynthesis
P341-PWY	glycolysis V (Pyrococcus)
PWY-7714	harzianum A and trichodermin biosynthesis
PWY-7546	diphthamide biosynthesis II (eukaryotes)
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I
COA-PWY	coenzyme A biosynthesis I (bacteria)
PWY-8112	factor 420 biosynthesis I (archaea)
TRNA-CHARGING-PWY	tRNA charging
PWY0-1352	nitrate reduction VIII (dissimilatory)
PWY-7734	quinoxaline-2-carboxylate biosynthesis
PWY-5526	bacteriochlorophyll <i>a</i> biosynthesis
PWY-5372	carbon tetrachloride degradation II
PWY-8344	ansamitocin P biosynthesis
PWY0-1280	ethylene glycol degradation
PWY-6789	(1,3)-&beta;-D-xylan degradation
PWY-7031	protein <i>N</i>-glycosylation (bacterial)
PWY-6279	myxol-2' fucoside biosynthesis
PWY-7680	carnosate bioynthesis
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
PWY-4061	glutathione-mediated detoxification I
PWY-8487	2-chloro-4-nitrophenol degradation
PWY-5998	&gamma;-linolenate biosynthesis I (plants)
PWY-7507	chelerythrine biosynthesis
PWY0-1182	trehalose degradation II (cytosolic)
PWY-7942	5-oxo-L-proline metabolism
PWY-2261	ascorbate glutathione cycle
PWY-8330	D-xylose degradation VI
PWY-7642	abscisic acid degradation to 7'-hydroxyabscisate
PWY-6021	nitrilotriacetate degradation
CAMALEXIN-SYN	camalexin biosynthesis
GLYOXYLATE-BYPASS	glyoxylate cycle
PWY-5795	juglone biosynthesis
PWY-8067	methylphosphonate biosynthesis
PWY0-1221	putrescine degradation II
PWY8J2-26	selenite reduction
PWY-5946	&alpha;-carotene biosynthesis
PARATHION-DEGRADATION-PWY	parathion degradation
PWY-6398	melatonin degradation I
PWY-6873	long chain fatty acid ester synthesis (engineered)
PWY-6118	glycerol-3-phosphate shuttle
PWY3O-4107	NAD salvage pathway V (PNC V cycle)
PWY-7600	peramine biosynthesis
PWY-7396	butanol and isobutanol biosynthesis (engineered)
PWY-7988	baumannoferrin biosynthesis
PWY-8317	cyclobis-(1&rarr;6)-&alpha;-nigerosyl biosynthesis
PWY-6050	dimethyl sulfoxide degradation
PWY-7927	sulfide oxidation IV (mitochondria)
PWY-7043	11-<i>cis</i>-3-hydroxyretinal biosynthesis
PWY-8284	Kdo transfer to lipid IV<sub>A</sub> (generic)
PWY-5935	1-tuberculosinyladenosine biosynthesis
PWY-7944	bacterioruberin biosynthesis
DENOVOPURINE2-PWY	superpathway of purine nucleotides <i>de novo</i> biosynthesis II
PWY-8500	MTX-capped lipoarabinomannan biosynthesis
PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)
PWY-5462	methylglyoxal degradation II
PWY-8459	human milk oligisaccharides biosynthesis
GLUTAMATE-SYN2-PWY	L-glutamate biosynthesis II
PWY-8351	sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation
PWY-7943	lycopadiene biosynthesis
PWY0-1296	purine ribonucleosides degradation
PWY-7970	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP
PWY-5995	linoleate biosynthesis I (plants)
PWY-8452	L-cysteine degradation IV
PWY-8503	venezuelin A biosynthesis
PWY-7626	bacilysin biosynthesis
PWY-5973	<i>cis</i>-vaccenate biosynthesis
PWY-7824	prunasin and amygdalin biosynthesis
PWY-7134	rutin degradation (plants)
PWY-6562	norspermidine biosynthesis
PWY-8060	2-deoxy-D-ribose degradation I
FESULFOX-PWY	sulfur oxidation II (Fe<sup>+3</sup>-dependent)
PWY-5893	tridecaprenyl diphosphate biosynthesis
PWY-5063	phytyl diphosphate biosynthesis
PWY-8205	<i>Escherichia coli</i> serotype O:77/<i>Salmonella enterica</i> serotype O:6,14 O antigen biosynthesis
PWY-6574	achromobactin biosynthesis
PWY-7648	3-hydroxy-4-methyl-proline biosynthesis
PWY-5393	raspberry ketone biosynthesis
PWY-6339	syringate degradation
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)
GLUTAMINEFUM-PWY	L-glutamine degradation II
PWY-8238	24-<i>epi</i>-campesterol, fucosterol, and clionasterol biosynthesis (diatoms)
PWY-6569	superpathway of chondroitin sulfate biosynthesis
PWY-5835	geranyl acetate biosynthesis
PWY-8113	3PG-factor 420 biosynthesis
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II
PWY-6698	oxalate degradation V
PWY-5163	<I>p</I>-cumate degradation to 2-hydroxypentadienoate
PWY-6074	zymosterol biosynthesis
PWY-5060	luteolin biosynthesis
PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
PWY-8087	indole-3-acetate degradation II
PWY-7840	gala-series glycosphingolipids biosynthesis
PWY-7990	staphyloferrin A biosynthesis
PWY-5098	chlorophyll <i>a</i> degradation I
PWY-6618	guanine and guanosine salvage III
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage
PWY-6997	furfural degradation
PWY-6571	superpathway of dermatan sulfate biosynthesis
PWY-6579	superpathway of guanine and guanosine salvage
PWY-5428	1,3-dimethylbenzene degradation to 3-methylbenzoate
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I
PWY0-1466	trehalose degradation VI (periplasmic)
PWY-6498	eumelanin biosynthesis
PWY-5630	penicillin K biosynthesis
PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I
PWY0-1600	periplasmic disulfide bond reduction
PWY-735	jasmonic acid biosynthesis
PWY-8063	flavin-N5-oxide biosynthesis
PWY-7087	2-methylisoborneol biosynthesis
PWY-6730	methylhalides biosynthesis (plants)
PWY-7147	8-amino-7-oxononanoate biosynthesis II
PWY-5652	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA
PWY-6263	superpathway of menaquinol-8 biosynthesis II
PWY-7341	superpathway of hyoscyamine (atropine) and scopolamine biosynthesis
GLYSYN-PWY	glycine biosynthesis I
PWY-5179	toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)
PWY1F-467	phenylpropanoid biosynthesis, initial reactions
PWY-5148	acyl-CoA hydrolysis
P301-PWY	galena oxidation
PWY-5426	betaxanthin biosynthesis
PWY-6365	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis
PWY-7653	griseofulvin biosynthesis
PWY-8447	carminate biosynthesis
PWY-8192	<i>Salmonella enterica</i> serotype O:4 O antigen biosynthesis (group B1)
PWY-6992	1,5-anhydrofructose degradation
PWY-2161	folate polyglutamylation
PWY-7737	thiocoraline biosynthesis
PWY-3162	L-tryptophan degradation V (side chain pathway)
PWY-8001	felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
PWY-6100	L-carnitine biosynthesis
PWY-7744	dimycocerosyl phthiocerol biosynthesis
PWY-7045	mithramycin biosynthesis
PWY-7735	echinomycin and triostin A biosynthesis
PWY-7689	8-<i>O</i>-methylfusarubin biosynthesis
PWY18C3-9	diacylsucrose biosynthesis (<i>Solanum</i>)
PWY-8124	(2-trimethylamino)ethylphosphonate degradation
DETOX1-PWY	superoxide radicals degradation
PWY-5349	esculetin biosynthesis
PWY-6174	mevalonate pathway II (haloarchaea)
PWY18C3-4	solasodine glycosylation
PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis
PWY0-1609	poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis
PWY-7163	polymethylated kaempferol biosynthesis
PWY-5477	gallotannin biosynthesis
PWY-6965	methylamine degradation II
PWY-7805	(aminomethyl)phosphonate degradation
PWY-701	L-methionine degradation II
PWY-5669	phosphatidylserine and phosphatidylethanolamine biosynthesis I
PWY-6837	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6088	3-chlorobenzoate degradation I (via chlorocatechol)
PWY-6928	superpathway of cholesterol degradation I (cholesterol oxidase)
PWY-3462	L-phenylalanine biosynthesis II
PWY-5384	sucrose degradation IV (sucrose phosphorylase)
PWY-5382	hydrogen oxidation II (aerobic, NAD)
PWY-7566	L-gulonate degradation
PWY-8104	yangonin biosynthesis
PWY-5964	guanylyl molybdenum cofactor biosynthesis
PWY-8011	L-serine biosynthesis II
PWY-7291	oleate &beta;-oxidation (isomerase-dependent, yeast)
ALANINE-VALINESYN-PWY	L-alanine biosynthesis I
PWY-6089	3-chlorocatechol degradation I (<i>ortho</i>)
PWY-5030	L-histidine degradation III
PWY2B4Q-7	(Kdo)<sub>2</sub>-lipid A biosynthesis I (<i>Brucella</i>)
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
PWY-6416	quinate degradation II
PWY0-1303	aminopropylcadaverine biosynthesis
PWY-7624	nystatin biosynthesis
PWY0-1535	D-serine degradation
PWY-8199	<i>Salmonella enterica</i> serotype O:9,46,27 O antigen biosynthesis
PWYQT-4475	glucosinolate biosynthesis from hexahomomethionine
PWY-6910	hydroxymethylpyrimidine salvage
PWY-8017	L-tryptophan degradation XIII (reductive Stickland reaction)
PWY-6049	superpathway of dimethylsulfoniopropanoate degradation
PWY-7742	phenolphthiocerol biosynthesis
PWY-1121	suberin monomers biosynthesis
PWY-5677	succinate fermentation to butanoate
PWY-5374	punicate biosynthesis
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I
GLYOXDEG-PWY	glycolate and glyoxylate degradation II
PWY-7789	erythritol degradation I
PWY-6977	superpathway of erythromycin biosynthesis
PWY0-1554	5-(methoxycarbonylmethoxy)uridine biosynthesis
PWY-6262	demethylmenaquinol-8 biosynthesis II
PWY-5749	itaconate degradation
PWY-7256	cyanidin diglucoside biosynthesis (acyl-glucose dependent)
PWYQT-4472	glucosinolate biosynthesis from trihomomethionine
PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV
PWY-4161	superpathway of benzoxazinoid glucosides biosynthesis
PWY-7343	UDP-&alpha;-D-glucose biosynthesis
PWY-8283	lipid IV<sub>A</sub> biosynthesis (generic)
PWY-7561	tenellin biosynthesis
PWY-7679	anthocyanidin acylglucoside and acylsambubioside biosynthesis
PWY-181	photorespiration I
PWY-4702	phytate degradation I
PWY-8439	poly-&gamma;-D-glutamate biosynthesis
PWY-6302	dihydroconiferyl alcohol biosynthesis
PWY-6073	alginate biosynthesis I (algal)
PWY-5389	3-methylthiopropanoate biosynthesis
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)
PWY0-162	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis
PWY-5600	pyruvate fermentation to acetate VII
PWY-5997	&alpha;-linolenate biosynthesis I (plants and red algae)
PWY1ZNC-1	assimilatory sulfate reduction IV
PWY-7572	lolitrem B biosynthesis
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)
PWY-6116	mannosylfructose biosynthesis
SAM-PWY	S-adenosyl-L-methionine biosynthesis
PWY-2761	(-)-glycinol biosynthesis
GLYSYN-THR-PWY	glycine biosynthesis IV
PWY-8024	4-hydroxyindole-3-carbonyl nitrile biosynthesis
PWY-7790	UMP biosynthesis II
PWY-7377	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)
PWY-5519	D-arabinose degradation III
P483-PWY	phosphonoacetate degradation
PWY-2722	trehalose degradation IV
PWY-5269	cardiolipin biosynthesis II
PWY-5450	benzene degradation I (aerobic)
PWY-2821	glucosinolate biosynthesis from phenylalanine
PWY-5248	methanogenesis from dimethylamine
PWY-6182	superpathway of salicylate degradation
PWY0-1313	acetate conversion to acetyl-CoA
PWY-6525	stellariose and mediose biosynthesis
METH-ACETATE-PWY	methanogenesis from acetate
P481-PWY	adamantanone degradation
PWY-6215	4-chlorobenzoate degradation
PWY-5430	<i>meta</i> cleavage pathway of aromatic compounds
PWY-6552	caffeine degradation I (main, plants)
PWY-7463	<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis
PWY-5297	siroheme amide biosynthesis
P2-PWY	citrate lyase activation
PWY-5468	lupanine biosynthesis
PWY-6993	nicotine degradation II (pyrrolidine pathway)
PWY-6076	vitamin D<sub>3</sub> biosynthesis
PWY-5274	sulfide oxidation II (flavocytochrome <em>c</em>)
PWY-5116	sakuranetin biosynthesis
PWY-5392	reductive TCA cycle II
PWY-7852	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)
PWY-8448	D-alanine degradation
PWY-4801	aloesone and aloesin biosynthesis
CYSTSYN-PWY	L-cysteine biosynthesis I
PWY-7347	sucrose biosynthesis III
PWY-8436	mammalian high-mannose <i>N</i>-glycan degradation
PWY-7865	coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)
PWY-7935	spongiadioxin C biosynthesis
PWY-7831	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
PWY2DNV-5	<i>H. pylori</i> 26695 O-antigen biosynthesis
PWY1F-FLAVSYN	flavonoid biosynthesis
PWY-6644	fluoroacetate and fluorothreonine biosynthesis
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)
PWY-8086	(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen
PWY-8216	strychnine biosynthesis
PWY0-1338	polymyxin resistance
PWY-5476	cornusiin E biosynthesis
PWY-6659	fusicoccin A biosynthesis
PWY-8322	protein <i>N</i>-glycosylation processing of proteins targeted for retention in cellular organelles (<i>cis-Golgi</i>, yeast)
PWY-5318	calystegine biosynthesis
PWY-8375	benzene degradation IV (anaerobic)
PWY-8242	<i>Escherichia coli</i> serotype O:51/<i>Salmonella enterica</i> serotype O:57 O antigen biosynthesis
PWY-5874	heme degradation I
PWY-6395	superpathway of seleno-compound metabolism
PWY-7431	aromatic biogenic amine degradation (bacteria)
PWY-8002	4-coumarate degradation (aerobic)
PWY-6616	sulfolactate degradation I
PWY-7255	ergothioneine biosynthesis I (bacteria)
PWY-7530	<i>Escherichia coli</i> serotype O:104 O antigen biosynthesis
PWY-8471	monocistronic tRNA processing III
PWY-2504	superpathway of aromatic compound degradation via 3-oxoadipate
PWY-6476	cytidylyl molybdenum cofactor biosynthesis
PWY-6210	2-aminophenol degradation
PWY-6314	plumbagin biosynthesis
PWY-8465	(1<i>R</i>)-(2-amino-1-hydroxyethyl)phosphonate degradation
PWY-7404	ceramide phosphoethanolamine biosynthesis
MALTOSECAT-PWY	maltose degradation
PWY-5336	carbon disulfide oxidation II (aerobic)
P101-PWY	ectoine biosynthesis
GALACTCAT-PWY	D-galactonate degradation
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)
PWY-5055	nicotinate degradation III
PWY-8376	benzene degradation III (anaerobic)
PWY-7416	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-8212	<i>Escherichia coli</i> serotype O:8 O antigen biosynthesis
PWY-2961	sesquiterpenoid phytoalexins biosynthesis
PWY-8384	vitamin B<sub>6</sub> degradation II
PWY-6630	superpathway of L-tyrosine biosynthesis
PWY-6575	juvenile hormone III biosynthesis I
PWY-6935	seleno-amino acid detoxification and volatilization II
ADENOSYLHOMOCYSCAT-PWY	L-methionine salvage from L-homocysteine
PWY-7491	podophyllotoxin glucosides metabolism
PWY-5183	superpathway of aerobic toluene degradation
MANNCAT-PWY	D-mannose degradation I
PWY-7703	2,4-xylenol degradation to protocatechuate
PWY-6219	indole-3-acetate inactivation VIII
PWY-6646	fluoroacetate degradation
PWY-5064	chlorophyll <i>a</i> biosynthesis II
PWY-8295	nitrite biosynthesis
PWY-7188	orientin and isoorientin biosynthesis I
PWY-7722	sulfoquinovose degradation II
PWY-2161B	glutamate removal from folates
PWY-8147	cytochrome <i>c</i> biogenesis (system I type)
PWY-5308	superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)
PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis
PWY-6840	homoglutathione biosynthesis
PWY-7869	<i>cis</i>-alkene biosynthesis
PWY-8044	cyclohexane-1-carboxyl-CoA biosynthesis
GALACTUROCAT-PWY	D-galacturonate degradation I
PWY-5968	cinnamate esters biosynthesis
PWY-7761	NAD salvage pathway II (PNC IV cycle)
PWY0-1264	malonyl-CoA biosynthesis via biotin-carboxyl carrier protein
PWY-7767	L-leucine degradation IV (reductive Stickland reaction)
PWY-6007	(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis II
PWY-6402	superpathway of melatonin degradation
PWY-7433	mucin core 1 and core 2 <i>O</i>-glycosylation
PWY-5531	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)
PWY-8498	micropeptin K139 biosynthesis
PWY185E-1	mycobactin biosynthesis
PWY-6852	senecionine N-oxide biosynthesis
PWY-6661	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis
GLYCLEAV-PWY	glycine cleavage
PWY-8320	(3<i>R</i>)-N-[(2<i>S</i>)-1-hydroxy-6-[(3<i>R</i>)-3-isocyanobutanamido]hexan-2-yl]-3-isocyanobutanamide biosynthesis
PWY-7557	(-)-dehydrodiconiferyl alcohol degradation
PWY-8358	curacin A biosynthesis
PWY-8341	<i>N</i><sup>1</sup>-methyl-<i>N</i><sup>3</sup>-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis
PWY-7216	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)
IDNCAT-PWY	L-idonate degradation
PWY-6817	&lambda;-carrageenan degradation
PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)
PWY-6039	chlorogenic acid biosynthesis I
PWY-6888	zealexin biosynthesis
PWY-6164	3-dehydroquinate biosynthesis I
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I
PWY4FS-6	phosphatidylethanolamine biosynthesis II
PWY-5882	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis
PWY-6926	pyrethrin I biosynthesis
PWY-8171	molybdenum cofactor biosynthesis
PWY-8165	cytidylyl molybdenum cofactor sulfurylation
PWY-7867	coenzyme B/coenzyme M regeneration IV (H<sub>2</sub>-dependent)
XYLCAT-PWY	D-xylose degradation I
PWY-6809	neoxanthin biosynthesis
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
PWY-5331	taurine biosynthesis I
PWY-8424	ascomycin biosynthesis
PWY-8219	<i>Escherichia coli</i> serotype O:107 O antigen biosynthesis
P241-PWY	coenzyme B biosynthesis
PWY-6146	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism
PWY-6075	ergosterol biosynthesis I
PWY-6695	oxalate degradation II
PWY-5481	pyruvate fermentation to (<i>S</i>)-lactate
